dt	f	t	l	d
2014101319	023	029	0	0
2014101319	023	023	0	0
2014101318	007	023	0	0
2014101318	028	007	0	0
2014101318	019	019	1	0
2014101318	001	020	0	0
2014101318	023	001	0	0
2014101317	011	015	2	0
2014101317	011	011	0	0
2014101317	011	011	0	0
2014101219	028	028	1	0
2014101218	026	003	0	0
2014101217	015	015	1	0
2014101217	015	015	0	0
2014101217	015	015	0	0
2014101217	025	029	0	0
2014101217	025	025	0	0
2014101217	025	025	0	0
2014101108	003	012	0	0
2014101108	003	012	0	0
2014101023	010	004	0	0
2014101022	017	010	0	0
2014101022	017	010	0	0
2014101022	007	017	0	0
2014101022	007	017	0	0
2014101020	025	029	0	0
2014101020	006	023	0	0
2014101020	006	006	0	0
2014101020	003	007	0	0
2014101020	003	007	0	0
2014101018	012	004	0	0
2014101009	029	025	0	0
2014100918	014	003	0	0
2014100918	014	014	0	0
2014100918	001	004	0	0
2014100918	023	001	0	0
2014100916	026	026	1	0
2014100909	029	025	0	0
2014100902	010	023	0	0
2014100823	002	010	0	0
2014100823	028	002	0	0
2014100823	028	028	0	0
2014100822	018	028	1	0
2014100822	023	018	0	0
2014100822	023	023	0	0
2014100821	020	023	0	0
2014100821	007	010	0	0
2014100821	024	007	0	0
2014100818	025	029	0	0
2014100818	016	024	0	0
2014100808	029	025	0	0
2014100717	026	003	1	0
2014100710	028	026	1	0
2014100618	012	004	0	0
2014100516	026	028	1	0
2014100512	028	008	1	0
2014100418	016	028	0	0
2014100417	006	004	0	0
2014100411	028	016	0	0
2014100323	016	028	0	0
2014100320	003	003	4	0
2014100320	028	003	4	0
2014100313	028	016	0	0
2014100313	025	026	1	0
2014100222	016	028	0	0
2014100218	026	016	0	0
2014100218	016	016	0	0
2014100217	023	003	1	0
2014100217	006	013	1	0
2014100216	026	023	1	0
2014100215	023	018	0	0
2014100215	025	025	0	0
2014100123	014	029	1	0
2014100119	025	029	0	0
2014100118	028	028	1	0
2014100116	029	025	0	0
2014093017	026	017	0	0
2014093012	028	016	0	0
2014093011	028	024	0	0
2014092922	006	017	0	0
2014092922	006	006	0	0
2014092922	006	006	0	0
2014092922	028	028	0	0
2014092917	016	024	0	0
2014092913	028	015	0	0
2014092913	028	028	0	0
2014092910	028	024	0	0
2014092823	020	004	0	0
2014092818	006	014	0	0
2014092817	024	006	0	0
2014092817	016	024	0	0
2014092816	019	016	0	0
2014092815	019	019	1	0
2014092815	019	019	0	0
2014092815	016	019	0	0
2014092815	016	016	0	0
2014092815	016	016	0	0
2014092813	016	001	0	0
2014092809	001	016	0	0
2014092718	024	016	0	0
2014092718	015	024	0	0
2014092718	028	015	0	0
2014092718	003	028	0	0
2014092715	007	003	0	0
2014092714	020	007	0	0
2014092714	028	024	0	0
2014092712	013	028	0	0
2014092623	023	026	0	0
2014092622	009	023	0	0
2014092621	016	028	0	0
2014092621	004	012	0	0
2014092621	004	004	0	0
2014092621	003	028	0	0
2014092620	016	001	0	0
2014092618	024	023	1	0
2014092618	028	014	0	0
2014092617	029	026	1	0
2014092617	010	014	0	0
2014092610	007	010	0	0
2014092610	001	016	0	0
2014092522	002	013	0	0
2014092521	014	023	0	0
2014092520	009	002	0	0
2014092519	016	018	0	0
2014092518	016	024	0	0
2014092516	018	023	0	0
2014092514	024	028	0	0
2014092513	017	017	5	0
2014092512	025	018	0	0
2014092511	018	016	0	0
2014092510	022	017	0	0
2014092422	020	013	1	0
2014092422	020	013	1	0
2014092422	020	013	1	0
2014092422	020	013	1	0
2014092420	006	006	0	0
2014092418	018	025	0	0
2014092417	016	007	0	0
2014092415	009	002	0	0
2014092411	001	016	0	0
2014092409	007	010	0	0
2014092323	012	004	0	0
2014092323	012	012	0	0
2014092323	012	012	0	0
2014092322	012	004	0	0
2014092322	012	004	0	0
2014092321	004	012	0	0
2014092321	004	012	0	0
2014092321	004	012	0	0
2014092321	004	004	0	0
2014092321	004	004	0	0
2014092321	020	004	0	0
2014092220	013	003	0	0
2014092219	020	004	0	0
2014092219	016	001	0	0
2014092219	023	014	0	0
2014092218	018	009	0	0
2014092216	020	017	2	0
2014092216	028	028	0	0
2014092215	008	008	0	0
2014092215	028	022	0	0
2014092214	004	020	0	0
2014092214	025	018	0	0
2014092212	028	016	0	0
2014092211	020	016	0	0
2014092211	020	020	0	0
2014092210	024	028	0	0
2014092210	024	024	0	0
2014092210	001	016	1	0
2014092201	024	026	0	0
2014092122	012	004	0	0
2014092121	027	024	0	0
2014092121	028	024	0	0
2014092120	020	009	0	0
2014092120	007	013	0	0
2014092120	026	027	0	0
2014092120	018	020	0	0
2014092119	023	018	0	0
2014092119	020	014	0	0
2014092119	025	023	0	0
2014092118	029	025	0	0
2014092118	009	023	2	0
2014092116	023	029	0	0
2014092112	024	028	0	0
2014092110	006	006	1	0
2014092100	009	004	0	0
2014092020	004	004	0	0
2014092020	006	009	1	0
2014092019	009	004	0	0
2014092019	009	004	0	0
2014092018	014	009	0	0
2014092017	025	013	1	0
2014092016	019	016	0	0
2014092016	009	006	0	0
2014092016	009	009	0	0
2014092016	004	009	0	0
2014092015	016	024	0	0
2014092015	016	016	0	0
2014092015	016	016	0	0
2014092015	024	016	0	0
2014092014	006	024	1	0
2014092014	019	019	1	0
2014092013	016	019	0	0
2014092013	028	020	0	0
2014092006	010	007	0	0
2014092005	010	010	0	0
2014092003	028	010	0	0
2014092003	028	010	0	0
2014092003	028	028	0	0
2014091922	009	023	1	0
2014091922	015	015	0	0
2014091921	009	009	0	0
2014091921	019	027	0	0
2014091920	019	019	0	0
2014091919	007	006	0	0
2014091918	028	007	0	0
2014091917	019	019	0	0
2014091917	006	006	1	0
2014091917	006	006	0	0
2014091917	006	006	0	0
2014091917	002	012	0	0
2014091917	006	006	0	0
2014091917	006	006	0	0
2014091917	026	019	1	0
2014091917	006	006	0	0
2014091917	006	006	0	0
2014091916	006	006	0	0
2014091916	006	006	0	0
2014091916	025	029	0	0
2014091912	013	008	0	0
2014091911	028	016	0	0
2014091900	010	023	1	0
2014091823	004	012	1	0
2014091823	004	012	1	0
2014091820	008	008	0	0
2014091818	009	010	0	0
2014091818	009	010	0	0
2014091818	001	009	0	0
2014091818	001	009	0	0
2014091818	023	026	0	0
2014091817	009	006	0	0
2014091817	009	006	0	0
2014091817	016	028	2	0
2014091816	010	009	0	0
2014091816	010	009	0	0
2014091815	011	011	0	0
2014091815	011	011	0	0
2014091815	009	010	0	0
2014091815	009	010	0	0
2014091814	007	009	0	0
2014091814	007	009	0	0
2014091814	007	007	0	0
2014091814	007	007	0	0
2014091814	007	007	0	0
2014091812	028	016	0	0
2014091812	028	007	0	0
2014091812	028	007	0	0
2014091812	013	021	0	0
2014091810	015	015	0	0
2014091810	015	015	0	0
2014091809	010	015	0	0
2014091809	010	010	0	0
2014091809	010	015	1	0
2014091723	016	028	0	0
2014091721	009	004	0	0
2014091721	007	009	0	0
2014091721	024	007	0	0
2014091721	003	028	1	0
2014091720	028	022	1	0
2014091720	003	002	1	0
2014091720	024	023	1	0
2014091719	023	024	1	0
2014091713	028	008	0	0
2014091712	028	016	0	0
2014091712	017	026	0	0
2014091712	008	008	0	0
2014091711	002	008	0	0
2014091710	028	014	0	0
2014091622	016	011	1	0
2014091620	007	007	0	0
2014091620	008	002	0	0
2014091618	001	020	0	0
2014091618	026	001	0	0
2014091618	002	012	0	0
2014091615	016	027	2	0
2014091615	001	029	1	0
2014091614	009	001	0	0
2014091614	023	009	1	0
2014091612	023	026	0	0
2014091611	002	008	0	0
2014091611	028	016	1	0
2014091608	029	009	1	0
2014091521	014	023	0	0
2014091520	020	004	0	0
2014091519	006	007	0	0
2014091519	019	019	1	0
2014091519	023	014	0	0
2014091518	024	026	0	0
2014091518	001	020	0	0
2014091518	009	015	1	0
2014091518	002	012	0	0
2014091518	020	004	1	0
2014091518	023	001	0	0
2014091518	015	024	0	0
2014091518	027	027	2	0
2014091517	010	023	1	0
2014091516	024	028	0	0
2014091512	023	011	1	0
2014091512	002	008	0	0
2014091511	002	002	0	0
2014091511	029	023	0	0
2014091510	006	026	0	0
2014091421	016	016	0	0
2014091421	015	015	0	0
2014091421	007	007	0	0
2014091417	012	004	0	0
2014091401	014	022	0	0
2014091323	010	006	0	0
2014091321	024	026	0	0
2014091319	026	027	0	0
2014091317	028	026	1	0
2014091317	028	028	0	0
2014091317	028	028	0	0
2014091316	012	023	1	0
2014091314	004	012	2	0
2014091313	012	024	3	0
2014091313	012	012	0	0
2014091313	012	012	0	0
2014091313	026	028	0	0
2014091312	023	004	1	0
2014091312	009	009	1	0
2014091312	009	009	1	0
2014091311	006	009	1	0
2014091311	006	009	1	0
2014091310	009	001	1	0
2014091310	009	001	1	0
2014091222	009	004	0	0
2014091222	004	029	1	0
2014091222	009	009	0	0
2014091221	004	004	0	0
2014091221	028	028	1	0
2014091221	028	028	0	0
2014091220	027	023	0	0
2014091220	007	007	0	0
2014091219	007	013	0	0
2014091219	013	016	1	0
2014091218	016	024	0	0
2014091215	024	028	0	0
2014091214	016	016	0	0
2014091213	027	016	0	0
2014091123	016	028	0	0
2014091120	014	003	0	0
2014091120	014	003	0	0
2014091120	028	028	0	0
2014091119	027	016	0	0
2014091119	006	006	0	0
2014091119	001	006	0	0
2014091119	019	019	1	0
2014091118	001	006	0	0
2014091118	001	001	0	0
2014091118	026	001	0	0
2014091118	026	001	0	0
2014091116	016	007	0	0
2014091115	025	029	0	0
2014091114	028	016	1	0
2014091113	029	025	0	0
2014091112	028	028	0	0
2014091112	025	029	0	0
2014091111	029	025	0	0
2014091111	016	027	0	0
2014091111	016	016	0	0
2014091109	007	016	0	0
2014091100	028	028	1	0
2014091100	025	029	0	0
2014091023	024	009	0	0
2014091020	027	028	0	0
2014091020	024	024	0	0
2014091020	024	015	0	0
2014091020	024	015	0	0
2014091020	005	010	0	0
2014091018	002	012	0	0
2014091017	010	020	0	0
2014091017	019	019	1	0
2014091017	019	019	0	0
2014091016	019	019	0	0
2014091016	007	024	0	0
2014091016	009	007	0	0
2014091016	009	009	0	0
2014091016	016	007	0	0
2014091014	028	028	1	0
2014091014	028	028	0	0
2014091013	023	009	0	0
2014091011	023	026	0	0
2014091011	023	023	0	0
2014091009	007	016	0	0
2014090921	016	028	0	0
2014090920	014	009	0	0
2014090919	007	014	0	0
2014090919	024	007	0	0
2014090918	024	024	0	0
2014090918	024	024	0	0
2014090918	002	004	0	0
2014090914	024	024	1	0
2014090914	015	016	1	0
2014090913	029	025	0	0
2014090900	016	028	0	0
2014090821	023	023	1	0
2014090820	026	023	0	0
2014090819	013	016	1	0
2014090818	002	012	0	0
2014090816	014	024	0	0
2014090814	029	025	0	0
2014090810	023	026	1	0
2014090722	028	028	1	0
2014090720	020	020	16	0
2014090720	020	020	16	0
2014090720	023	023	1	0
2014090719	023	023	0	0
2014090717	003	003	0	0
2014090717	003	003	0	0
2014090621	008	011	0	0
2014090621	011	008	0	0
2014090621	011	011	0	0
2014090621	011	011	0	0
2014090620	011	011	0	0
2014090619	028	010	0	0
2014090616	013	014	1	0
2014090615	028	028	1	0
2014090605	013	007	0	0
2014090523	008	010	0	0
2014090521	003	003	0	0
2014090521	003	003	0	0
2014090519	028	013	0	0
2014090519	028	028	0	0
2014090519	001	005	0	0
2014090517	013	006	6	0
2014090517	013	013	0	0
2014090517	002	012	0	0
2014090515	013	024	1	0
2014090514	003	028	1	0
2014090514	003	003	0	0
2014090512	003	008	0	0
2014090510	024	006	0	0
2014090508	007	001	0	0
2014090500	017	017	0	0
2014090418	003	003	0	0
2014090418	008	022	0	0
2014090418	003	003	0	0
2014090418	003	003	0	0
2014090323	014	013	0	0
2014090323	014	013	0	0
2014090323	008	003	0	0
2014090321	016	016	0	0
2014090320	016	016	0	0
2014090320	013	014	0	0
2014090320	013	014	0	0
2014090320	013	013	0	0
2014090320	003	003	0	0
2014090320	003	003	0	0
2014090319	003	003	0	0
2014090318	002	012	0	0
2014090313	003	008	0	0
2014090313	028	003	0	0
2014090220	026	027	0	0
2014090218	002	012	0	0
2014090217	027	023	0	0
2014090213	013	005	1	0
2014090212	028	016	0	0
2014090212	005	006	1	0
2014090212	005	006	1	0
2014090212	005	005	0	0
2014090212	005	005	0	0
2014090121	026	027	0	0
2014090121	023	023	0	0
2014090119	016	028	0	0
2014090118	013	012	1	0
2014090118	028	013	0	0
2014090118	002	012	1	0
2014090117	020	004	0	0
2014090117	027	026	0	0
2014090115	006	001	0	0
2014090115	006	006	0	0
2014090115	001	006	0	0
2014090111	010	008	0	0
2014090111	027	027	0	0
2014090110	022	004	0	0
2014090100	009	003	0	0
2014083118	007	014	0	0
2014083118	016	016	0	0
2014083117	013	016	1	0
2014083117	013	016	1	0
2014083114	012	007	2	0
2014083101	023	013	1	0
2014083101	006	020	0	0
2014083100	009	006	0	0
2014083100	005	009	0	0
2014083023	013	021	0	0
2014083022	022	023	0	0
2014083022	013	013	0	0
2014083022	013	013	0	0
2014083022	013	013	0	0
2014083022	005	013	0	0
2014083021	013	005	0	0
2014083021	008	013	0	0
2014083021	021	008	0	0
2014083021	024	026	0	0
2014083021	024	016	0	0
2014083020	009	024	0	0
2014083019	004	005	0	0
2014083005	013	007	1	0
2014082922	016	028	0	0
2014082922	008	021	0	0
2014082921	009	008	0	0
2014082920	006	009	0	0
2014082920	023	023	0	0
2014082920	023	006	0	0
2014082920	023	023	0	0
2014082920	025	023	0	0
2014082918	023	025	0	0
2014082918	026	023	0	0
2014082918	026	026	0	0
2014082918	007	023	0	0
2014082918	024	026	0	0
2014082917	015	024	0	0
2014082917	015	015	0	0
2014082917	028	015	0	0
2014082917	003	028	0	0
2014082917	021	003	0	0
2014082912	006	007	0	0
2014082823	010	021	0	0
2014082823	017	010	0	0
2014082823	020	017	0	0
2014082823	020	020	0	0
2014082822	009	020	0	0
2014082822	006	009	0	0
2014082822	006	006	0	0
2014082822	006	006	0	0
2014082822	007	006	0	0
2014082821	024	007	0	0
2014082821	016	024	0	0
2014082817	008	021	0	0
2014082816	002	011	1	0
2014082816	024	016	0	0
2014082816	004	002	0	0
2014082815	016	024	0	0
2014082809	023	006	0	0
2014082809	010	007	0	0
2014082809	021	010	0	0
2014082808	004	004	1	0
2014082723	006	016	1	0
2014082722	008	021	0	0
2014082722	024	006	1	0
2014082722	016	024	0	0
2014082722	013	008	0	0
2014082722	009	013	0	0
2014082721	007	009	0	0
2014082721	024	007	0	0
2014082721	016	024	0	0
2014082721	024	026	1	0
2014082720	023	023	0	0
2014082718	028	011	0	0
2014082715	006	006	0	0
2014082715	006	006	0	0
2014082715	024	016	0	0
2014082715	023	006	0	0
2014082710	008	007	0	0
2014082710	004	006	0	0
2014082710	004	006	0	0
2014082709	008	010	0	0
2014082709	021	008	0	0
2014082623	026	026	1	0
2014082623	024	026	0	0
2014082622	026	024	0	0
2014082622	009	010	0	0
2014082622	007	009	0	0
2014082621	024	007	0	0
2014082621	016	024	0	0
2014082619	024	026	0	0
2014082614	024	016	0	0
2014082612	007	010	0	0
2014082610	024	007	0	0
2014082610	007	016	0	0
2014082609	028	007	0	0
2014082609	021	028	0	0
2014082608	014	004	0	0
2014082608	014	014	0	0
2014082607	004	014	0	0
2014082521	026	026	0	0
2014082521	019	019	0	0
2014082521	019	019	0	0
2014082521	019	019	0	0
2014082517	007	024	0	0
2014082515	024	016	0	0
2014082514	016	024	0	0
2014082513	029	025	0	0
2014082513	029	029	0	0
2014082513	010	007	0	0
2014082512	025	029	0	0
2014082512	025	025	0	0
2014082421	027	026	0	0
2014082421	026	027	0	0
2014082420	016	028	1	0
2014082419	019	016	0	0
2014082418	016	019	0	0
2014082417	023	023	0	0
2014082417	007	024	0	0
2014082417	028	007	0	0
2014082416	008	028	0	0
2014082413	007	009	0	0
2014082322	028	028	3	0
2014082322	028	028	0	0
2014082321	014	024	0	0
2014082320	016	016	0	0
2014082320	016	016	0	0
2014082316	024	019	1	0
2014082316	024	024	0	0
2014082315	028	015	0	0
2014082315	014	007	0	0
2014082315	014	007	0	0
2014082313	015	028	0	0
2014082311	024	005	23	0
2014082310	011	022	0	0
2014082220	010	022	16	0
2014082219	003	003	2	0
2014082219	003	003	0	0
2014082219	003	003	0	0
2014082218	008	028	1	0
2014082218	009	024	0	0
2014082217	006	006	0	0
2014082217	022	028	0	0
2014082217	006	006	0	0
2014082217	011	022	0	0
2014082215	006	020	0	0
2014082214	024	016	0	0
2014082214	023	006	1	0
2014082214	023	023	0	0
2014082214	016	024	0	0
2014082214	023	023	0	0
2014082210	024	016	0	0
2014082200	024	026	0	0
2014082200	026	024	0	0
2014082200	026	026	0	0
2014082200	012	012	0	0
2014082123	012	012	0	0
2014082121	028	005	0	0
2014082120	013	028	0	0
2014082119	005	013	0	0
2014082119	007	007	0	0
2014082119	007	007	0	0
2014082119	023	026	0	0
2014082118	022	028	0	0
2014082116	006	022	2	0
2014082114	010	006	2	0
2014082114	022	022	4	0
2014082114	022	010	0	0
2014082114	016	023	1	0
2014082114	016	023	1	0
2014082113	020	020	6	0
2014082113	028	024	0	0
2014082112	028	028	0	0
2014082112	001	016	0	0
2014082112	016	001	0	0
2014082111	003	010	0	0
2014082109	028	022	0	0
2014082102	015	016	0	0
2014082101	016	015	0	0
2014082023	016	026	1	0
2014082020	028	028	0	0
2014082018	024	004	1	0
2014082018	016	024	0	0
2014082018	015	016	0	0
2014082017	006	009	3	0
2014082016	015	015	1	0
2014082015	014	007	0	0
2014082014	012	006	1	0
2014082013	003	008	0	0
2014082007	021	028	3	0
2014082007	008	021	0	0
2014081923	015	023	0	0
2014081922	024	027	0	0
2014081921	027	027	1	0
2014081919	015	015	0	0
2014081919	028	020	1	0
2014081918	020	011	0	0
2014081917	027	026	0	0
2014081913	028	008	1	0
2014081911	005	028	0	0
2014081901	020	005	0	0
2014081901	020	005	0	0
2014081900	016	016	0	0
2014081900	012	020	0	0
2014081900	012	020	0	0
2014081823	002	012	0	0
2014081823	002	012	0	0
2014081823	013	005	0	0
2014081823	013	013	0	0
2014081822	026	026	0	0
2014081821	028	014	0	0
2014081821	015	028	0	0
2014081821	026	023	0	0
2014081821	015	023	1	0
2014081820	007	006	0	0
2014081819	014	013	1	0
2014081819	014	014	0	0
2014081818	007	014	0	0
2014081817	028	014	0	0
2014081817	001	007	0	0
2014081817	028	005	0	0
2014081816	023	001	0	0
2014081816	026	026	8	0
2014081816	007	028	0	0
2014081814	028	015	0	0
2014081813	028	028	1	0
2014081812	015	028	0	0
2014081811	005	028	0	0
2014081721	021	013	1	0
2014081721	026	024	0	0
2014081720	024	026	0	0
2014081720	026	024	0	0
2014081717	029	029	1	0
2014081717	025	025	0	0
2014081717	025	025	0	0
2014081715	007	028	0	0
2014081715	007	007	0	0
2014081715	023	023	2	0
2014081715	023	023	0	0
2014081713	028	007	0	0
2014081705	009	011	1	0
2014081705	009	011	1	0
2014081701	004	005	0	0
2014081701	006	004	0	0
2014081700	006	023	0	0
2014081700	006	006	0	0
2014081623	007	006	0	0
2014081623	028	007	0	0
2014081622	013	006	2	0
2014081622	013	006	2	0
2014081622	013	028	0	0
2014081621	009	002	1	0
2014081619	007	003	0	0
2014081618	029	025	0	0
2014081618	029	025	0	0
2014081618	023	007	1	0
2014081618	029	029	0	0
2014081618	026	023	0	0
2014081618	029	029	0	0
2014081618	029	029	0	0
2014081618	029	029	0	0
2014081617	019	023	1	0
2014081617	028	010	0	0
2014081617	027	019	0	0
2014081616	027	027	0	0
2014081615	023	019	2	0
2014081614	006	023	0	0
2014081613	002	009	0	0
2014081611	002	002	0	0
2014081610	005	002	0	0
2014081606	016	027	0	0
2014081600	006	009	1	0
2014081600	006	009	1	0
2014081600	027	016	0	0
2014081518	028	028	0	0
2014081518	028	028	0	0
2014081516	005	013	0	0
2014081516	005	005	0	0
2014081514	010	023	1	0
2014081514	011	010	0	0
2014081505	010	028	0	0
2014081504	028	010	0	0
2014081501	010	011	0	0
2014081422	023	023	0	0
2014081421	023	025	1	0
2014081421	023	023	0	0
2014081419	006	009	0	0
2014081419	001	020	0	0
2014081418	027	001	0	0
2014081417	025	006	2	0
2014081417	028	013	0	0
2014081417	025	025	0	0
2014081417	025	025	0	0
2014081416	002	020	1	0
2014081416	002	002	0	0
2014081416	009	023	0	0
2014081415	013	002	0	0
2014081415	013	013	0	0
2014081414	023	009	0	0
2014081414	028	013	0	0
2014081413	028	013	0	0
2014081413	029	029	3	0
2014081413	015	028	0	0
2014081412	006	023	0	0
2014081412	004	001	1	0
2014081412	004	001	1	0
2014081411	005	028	0	0
2014081411	005	005	0	0
2014081410	011	017	0	0
2014081410	023	004	0	0
2014081409	016	024	0	0
2014081409	016	016	0	0
2014081322	026	027	0	0
2014081321	023	026	0	0
2014081320	006	023	0	0
2014081319	013	005	0	0
2014081319	024	023	0	0
2014081319	016	019	0	0
2014081318	028	005	0	0
2014081318	003	028	0	0
2014081318	001	012	0	0
2014081318	019	024	1	0
2014081318	026	001	0	0
2014081318	024	026	0	0
2014081317	029	029	1	0
2014081317	024	016	0	0
2014081316	004	012	0	0
2014081316	004	012	0	0
2014081316	008	007	1	0
2014081316	020	004	0	0
2014081315	026	023	0	0
2014081315	020	004	0	0
2014081315	012	006	4	0
2014081315	012	006	4	0
2014081315	016	026	0	0
2014081315	009	020	0	0
2014081315	029	029	2	0
2014081315	009	020	0	0
2014081315	007	009	0	0
2014081315	007	009	0	0
2014081314	002	008	1	0
2014081314	023	026	0	0
2014081312	016	016	0	0
2014081310	007	023	0	0
2014081310	022	007	0	0
2014081310	011	022	0	0
2014081308	001	024	0	0
2014081308	001	001	0	0
2014081308	001	001	0	0
2014081308	024	016	0	0
2014081308	012	001	0	0
2014081300	010	011	0	0
2014081300	007	010	0	0
2014081300	009	006	0	0
2014081223	003	007	0	0
2014081221	029	025	0	0
2014081220	025	025	1	0
2014081220	025	025	0	0
2014081220	028	014	0	0
2014081220	013	002	0	0
2014081219	026	027	4	0
2014081219	026	027	4	0
2014081219	023	029	0	0
2014081219	023	024	2	0
2014081219	023	006	0	0
2014081218	003	023	0	0
2014081218	023	005	1	0
2014081216	015	024	0	0
2014081216	002	013	2	0
2014081215	028	015	0	0
2014081215	010	009	0	0
2014081215	009	009	0	0
2014081215	010	009	0	0
2014081214	008	010	0	0
2014081214	008	010	0	0
2014081214	011	008	0	0
2014081214	011	008	0	0
2014081213	008	011	0	0
2014081212	008	011	0	0
2014081212	010	008	0	0
2014081212	010	008	0	0
2014081212	028	010	0	0
2014081212	028	010	0	0
2014081211	005	028	0	0
2014081210	025	023	0	0
2014081210	009	002	1	0
2014081208	001	024	0	0
2014081208	012	001	0	0
2014081123	024	029	0	0
2014081122	010	011	0	0
2014081121	019	019	1	0
2014081121	028	003	0	0
2014081121	015	028	0	0
2014081120	005	005	1	0
2014081120	029	029	1	0
2014081120	024	015	0	0
2014081120	024	015	0	0
2014081119	010	019	2	0
2014081119	010	010	0	0
2014081119	010	010	0	0
2014081119	027	024	0	0
2014081119	027	024	0	0
2014081118	019	027	0	0
2014081118	019	027	0	0
2014081118	019	019	0	0
2014081118	019	019	0	0
2014081118	006	012	0	0
2014081118	024	001	0	0
2014081117	027	019	0	0
2014081117	027	019	0	0
2014081117	024	027	0	0
2014081117	024	027	0	0
2014081116	007	024	0	0
2014081116	007	024	0	0
2014081114	029	025	1	0
2014081111	016	009	0	0
2014081110	023	012	1	0
2014081108	027	019	0	0
2014081108	015	015	0	0
2014081108	001	024	0	0
2014081108	016	024	0	0
2014081107	012	001	0	0
2014081103	023	025	0	0
2014081022	024	024	11	0
2014081022	023	014	0	0
2014081022	023	023	0	0
2014081021	015	003	0	0
2014081021	015	015	0	0
2014081021	015	015	0	0
2014081020	019	019	0	0
2014081019	019	019	0	0
2014081019	019	019	0	0
2014081018	009	010	0	0
2014081018	024	020	1	0
2014081018	020	017	2	0
2014081018	020	017	2	0
2014081018	026	026	0	0
2014081017	010	023	1	0
2014081017	010	023	1	0
2014081017	029	023	0	0
2014081017	029	029	0	0
2014081016	025	019	1	0
2014081016	025	019	1	0
2014081014	025	022	1	0
2014081014	025	025	0	0
2014081012	019	019	0	0
2014081010	019	027	0	0
2014081010	027	019	0	0
2014081008	015	015	0	0
2014081008	015	015	0	0
2014081007	024	016	0	0
2014081005	001	023	0	0
2014080923	026	027	0	0
2014080922	023	026	0	0
2014080921	019	019	1	0
2014080921	019	019	0	0
2014080921	001	023	0	0
2014080921	020	001	0	0
2014080921	028	009	0	0
2014080920	019	019	1	0
2014080920	005	020	0	0
2014080920	027	027	0	0
2014080919	009	023	0	0
2014080918	023	023	2	0
2014080918	023	023	2	0
2014080918	020	008	0	0
2014080918	019	019	1	0
2014080917	009	028	0	0
2014080917	002	005	0	0
2014080915	005	002	0	0
2014080914	012	012	0	0
2014080914	023	020	0	0
2014080913	023	023	1	0
2014080913	015	016	1	0
2014080912	024	015	0	0
2014080905	009	023	0	0
2014080904	013	004	0	0
2014080904	013	004	0	0
2014080903	021	013	0	0
2014080903	021	013	0	0
2014080900	023	023	1	0
2014080900	009	021	3	0
2014080900	009	021	3	0
2014080823	019	019	1	0
2014080822	023	016	2	0
2014080822	023	023	0	0
2014080822	023	023	0	0
2014080822	023	023	0	0
2014080822	023	023	0	0
2014080822	019	019	1	0
2014080821	020	008	1	0
2014080821	012	024	1	0
2014080820	016	027	1	0
2014080819	015	016	0	0
2014080819	024	016	0	0
2014080819	028	015	1	0
2014080818	014	028	0	0
2014080818	023	023	1	0
2014080818	023	023	1	0
2014080818	023	023	0	0
2014080817	016	024	0	0
2014080814	016	015	1	0
2014080811	023	016	1	0
2014080805	001	023	0	0
2014080805	001	001	0	0
2014080802	007	009	0	0
2014080800	017	006	0	0
2014080800	017	002	1	0
2014080800	017	002	1	0
2014080723	026	023	0	0
2014080722	024	026	0	0
2014080722	020	014	0	0
2014080722	019	019	2	0
2014080719	009	009	0	0
2014080719	024	023	0	0
2014080719	015	015	1	0
2014080719	015	015	0	0
2014080718	019	019	2	0
2014080718	006	017	0	0
2014080716	024	023	1	0
2014080716	024	023	1	0
2014080716	009	020	0	0
2014080715	024	024	0	0
2014080715	024	024	0	0
2014080715	017	006	0	0
2014080713	001	013	0	0
2014080713	023	001	0	0
2014080713	023	026	0	0
2014080712	026	023	1	0
2014080711	015	004	0	0
2014080703	026	016	0	0
2014080701	016	026	0	0
2014080623	007	028	0	0
2014080623	019	019	1	0
2014080622	001	007	1	0
2014080622	014	007	0	0
2014080622	019	019	0	0
2014080621	019	019	0	0
2014080621	004	017	0	0
2014080621	028	014	0	0
2014080621	024	024	1	0
2014080621	012	004	0	0
2014080621	024	015	0	0
2014080620	026	024	0	0
2014080620	025	026	0	0
2014080620	023	025	0	0
2014080620	019	019	0	0
2014080620	029	025	0	0
2014080620	012	008	12	0
2014080619	029	029	0	0
2014080619	023	029	0	0
2014080619	001	023	0	0
2014080618	008	001	0	0
2014080617	019	016	0	0
2014080616	004	028	0	0
2014080614	026	019	0	0
2014080614	004	012	0	0
2014080614	001	026	0	0
2014080614	009	004	0	0
2014080614	020	001	0	0
2014080614	014	022	0	0
2014080613	009	020	0	0
2014080613	022	014	0	0
2014080610	028	008	0	0
2014080608	028	004	0	0
2014080602	024	027	0	0
2014080601	014	022	0	0
2014080601	014	022	0	0
2014080601	016	016	0	0
2014080601	016	016	0	0
2014080601	016	016	0	0
2014080600	016	016	0	0
2014080600	013	009	2	0
2014080600	013	009	2	0
2014080600	013	009	2	0
2014080600	013	008	0	0
2014080523	027	024	0	0
2014080522	024	024	0	0
2014080522	024	024	0	0
2014080522	023	026	0	0
2014080522	023	016	0	0
2014080521	023	016	0	0
2014080521	026	023	0	0
2014080520	016	006	1	0
2014080520	004	024	0	0
2014080520	024	016	0	0
2014080519	006	023	0	0
2014080519	027	024	0	0
2014080519	010	006	0	0
